original_access_url,unproxied_target_url,database_name,marketing_product_page_url,notes
https://ezproxy.law.stanford.edu/login?url=https://www.elgaronline.com/view/nlm-book/9781784713539/9781784713539.xml,https://www.elgaronline.com/view/nlm-book/9781784713539/9781784713539.xml,Research Handbook on the Economics of Family Law,https://www.e-elgar.com/shop/usd/research-handbook-on-the-economics-of-family-law-9781784713539.html,Mapped by ISBN
https://login.laneproxy.stanford.edu/login?url=https://www.embase.com/,https://www.embase.com/,Embase,https://www.elsevier.com/products/embase,Mapped to Elsevier product page
https://ezproxy.law.stanford.edu/login?url=https://www.elgaronline.com/view/nlm-book/9781782547457/9781782547457.xml,https://www.elgaronline.com/view/nlm-book/9781782547457/9781782547457.xml,Research Handbook on International Law and Cities,https://www.e-elgar.com/shop/usd/research-handbook-on-international-law-and-cities-9781782547457.html,Mapped by ISBN
https://ezproxy.law.stanford.edu/login?url=https://www.elgaronline.com/view/nlm-book/9781782547228/9781782547228.xml,https://www.elgaronline.com/view/nlm-book/9781782547228/9781782547228.xml,Research Handbook on the Law of Treaties,https://www.e-elgar.com/shop/usd/research-handbook-on-the-law-of-treaties-9781782547228.html,Mapped by ISBN
https://stanford.idm.oclc.org/login?qurl=https://subscriber.politicopro.com/eenews/pub/energywire,https://subscriber.politicopro.com/eenews/pub/energywire,Energywire,https://www.eenews.net/publications/energywire/,Mapped to public publication page
https://stanford.idm.oclc.org/login?qurl=https://subscriber.politicopro.com/eenews/pub/daily,https://subscriber.politicopro.com/eenews/pub/daily,E&E Daily,https://www.eenews.net/publications/ee-daily/,Mapped to public publication page
https://lopucki.law.ufl.edu/,https://lopucki.law.ufl.edu/,LoPucki Bankruptcy Research Database,https://lopucki.law.ufl.edu/,Public database site
https://ezproxy.law.stanford.edu/login?url=https://heinonline.org/HOL/Index?collection=intyb,https://heinonline.org/HOL/Index?collection=intyb,HeinOnline: Index to Foreign Legal Periodicals,https://home.heinonline.org/titles/Index-to-Foreign-Legal-Periodicals/,Mapped from Hein collection code
https://ezproxy.law.stanford.edu/login?url=https://referenceworks.brill.com/display/db/flg,https://referenceworks.brill.com/display/db/flg,Foreign Law Guide,https://brill.com/display/db/flg,Public database page
https://stanford.idm.oclc.org/login?url=https://analyticscampus.gallup.com,https://analyticscampus.gallup.com,Gallup Analytics,https://www.gallup.com/analytics/318875/gallup-analytics.aspx,Mapped to Gallup product page
https://ezproxy.law.stanford.edu/login?url=https://my.vitallaw.com/#/publication/IP/WKUS_TAL_15004?daId=WKUS_TAL_15004,https://my.vitallaw.com/,VitalLaw,https://www.wolterskluwer.com/en/solutions/vitallaw,Mapped to Wolters Kluwer product page
https://stanford.idm.oclc.org/login?qurl=https://subscriber.politicopro.com/eenews/pub/greenwire,https://subscriber.politicopro.com/eenews/pub/greenwire,Greenwire,https://www.eenews.net/publications/greenwire/,Mapped to public publication page
https://ezproxy.law.stanford.edu/login?url=https://heinonline.org/HOL/Index?collection=hague,https://heinonline.org/HOL/Index?collection=hague,HeinOnline: Hague Academy Collected Courses Online,https://home.heinonline.org/titles/The-Hague-Academy-Collected-Courses-Online/,Mapped from Hein collection code
https://bit.ly/rcll-aiessentials,https://bit.ly/rcll-aiessentials,RCLL AI Essentials,https://guides.law.stanford.edu/ai,Short link mapped by label only
https://ezproxy.law.stanford.edu/login?url=http://www.heinonline.org/HOL/Welcome,http://www.heinonline.org/HOL/Welcome,HeinOnline,https://home.heinonline.org/,Mapped to HeinOnline homepage
https://ezproxy.law.stanford.edu/login?url=https://heinonline.org/HOL/Index?index=supcourt&collection=supcourt,https://heinonline.org/HOL/Index?index=supcourt,HeinOnline: U.S. Supreme Court Library,https://home.heinonline.org/titles/U-S-Supreme-Court-Library/,Mapped from Hein index code
https://www.hotshotlegal.com/,https://www.hotshotlegal.com/,Hotshot,https://www.hotshotlegal.com/,Public homepage
https://ezproxy.law.stanford.edu/login?url=https://www.iclr.co.uk/,https://www.iclr.co.uk/,ICLR Online,https://www.iclr.co.uk/,Public homepage
https://ezproxy.law.stanford.edu/login?url=https://heinonline.org/HOL/Index?index=immigration&collection=immigration,https://heinonline.org/HOL/Index?index=immigration,HeinOnline: Immigration Law & Policy in the U.S.,https://home.heinonline.org/titles/Immigration-Law-Policy-in-the-U-S/,Mapped from Hein index code
https://ezproxy.law.stanford.edu/login?url=https://heinonline.org/HOL/Index?collection=iflp,https://heinonline.org/HOL/Index?collection=iflp,HeinOnline: Index to Foreign Legal Periodicals,https://home.heinonline.org/titles/Index-to-Foreign-Legal-Periodicals/,Mapped from Hein collection code
"https://ezproxy.law.stanford.edu/login?url=https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=lft","https://search.ebscohost.com/login.aspx?authtype=ip,uid",LegalTrac,https://www.ebsco.com/products/research-databases/legaltrac,Mapped from EBSCO db code
"https://ezproxy.law.stanford.edu/login?url=https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=lpr","https://search.ebscohost.com/login.aspx?authtype=ip,uid",Index to Legal Periodicals & Books Full Text,https://www.ebsco.com/products/research-databases/index-legal-periodicals-books-full-text,Mapped from EBSCO db code
https://ezproxy.law.stanford.edu/login?url=https://indianclaims.proquest.com?accountid=14026,https://indianclaims.proquest.com?accountid=14026,Indian Claims Insight,https://about.proquest.com/en/products-services/indian-claims-insight/,Mapped to ProQuest product page
https://ezproxy.law.stanford.edu/login?url=https://heinonline.org/HOL/Index?collection=amindian,https://heinonline.org/HOL/Index?collection=amindian,HeinOnline: American Indian Law Collection,https://home.heinonline.org/titles/American-Indian-Law-Collection/,Mapped from Hein collection code
https://ezproxy.law.stanford.edu/login?url=https://www.heinonline.org/HOL/Index?collection=intprop&set_as_cursor=clear,https://www.heinonline.org/HOL/Index?collection=intprop,HeinOnline: Intellectual Property Law Collection,https://home.heinonline.org/titles/Intellectual-Property-Law-Collection/,Mapped from Hein collection code
https://apps.intelligize.com/,https://apps.intelligize.com/,Intelligize,https://www.intelligize.com/,Mapped to public homepage
https://ezproxy.law.stanford.edu/login?url=https://www.iareporter.com/,https://www.iareporter.com/,Investment Arbitration Reporter,https://www.iareporter.com/,Public homepage
https://ezproxy.law.stanford.edu/login?url=https://app.investorstatelawguide.com/Dashboard,https://app.investorstatelawguide.com/Dashboard,Investor-State LawGuide,https://www.islg.com/,Mapped to vendor homepage
https://ezproxy.law.stanford.edu/login?url=https://jusmundi.com/en/,https://jusmundi.com/en/,Jus Mundi,https://jusmundi.com/en/,Public homepage
https://ezproxy.law.stanford.edu/login?url=https://www.kluwerarbitration.com,https://www.kluwerarbitration.com,Kluwer Arbitration,https://www.wolterskluwer.com/en/solutions/kluwer-arbitration,Mapped to Wolters Kluwer product page
https://ezproxy.law.stanford.edu/login?url=https://www.kluwerlawonline.com,https://www.kluwerlawonline.com,Kluwer Law Online,https://www.wolterskluwer.com/en/solutions/kluwer-law-online,Mapped to Wolters Kluwer product page
https://ezproxy.law.stanford.edu/login?url=https://heinonline.org/HOL/Index?collection=journals,https://heinonline.org/HOL/Index?collection=journals,HeinOnline: Law Journal Library,https://home.heinonline.org/titles/Law-Journal-Library/,Mapped from Hein collection code
https://ezproxy.law.stanford.edu/login?url=https://www.law.com,https://www.law.com,Law.com,https://www.law.com/,Public homepage
https://ezproxy.law.stanford.edu/login?url=https://www.law360.com,https://www.law360.com,Law360,https://www.law360.com/,Public homepage
https://stanford.idm.oclc.org/login?qurl=https://stanford.lawnb.com,https://stanford.lawnb.com,Stanford Law NB / law news platform,https://stanford.lawnb.com,Institution-specific platform URL; left as-is
https://api.leadershipconnect.io/v1/auth/saml2/login/ef7e080d-b41a-42dc-807f-e7c5530ab4d8,https://api.leadershipconnect.io/v1/auth/saml2/login/ef7e080d-b41a-42dc-807f-e7c5530ab4d8,Leadership Connect,https://www.leadershipconnect.io/,SAML login URL mapped to vendor homepage
https://ezproxy.law.stanford.edu/login?url=https://heinonline.org/HOL/Index?collection=beal,https://heinonline.org/HOL/Index?collection=beal,HeinOnline: Beal’s Card Index to Legal Periodicals and Books,https://home.heinonline.org/titles/Beals-Card-Index-to-Legal-Periodicals-and-Books/,Mapped from Hein collection code
https://www.ssrn.com/lsn/index.html,https://www.ssrn.com/lsn/index.html,SSRN Legal Scholarship Network,https://www.ssrn.com/index.cfm/en/lsn/,Public page
https://law.stanford.edu/robert-crown-law-library/legal-databases/#legislativeinsight,https://law.stanford.edu/robert-crown-law-library/legal-databases/#legislativeinsight,ProQuest Legislative Insight,https://about.proquest.com/en/products-services/legislative-insight/,Mapped from Stanford library anchor
https://bit.ly/rcll-aiessentials,https://bit.ly/rcll-aiessentials,RCLL AI Essentials,https://guides.law.stanford.edu/ai,Short link mapped by label only
https://lawschool.lexis.com/,https://lawschool.lexis.com/,Lexis for Law Schools,https://www.lexisnexis.com/community/lawschool/b/preauth/posts/welcome-to-lexis-for-law-schools,Public Lexis law school page
https://law.stanford.edu/robert-crown-law-library/legal-databases/#courtlink,https://law.stanford.edu/robert-crown-law-library/legal-databases/#courtlink,Lexis CourtLink,https://www.lexisnexis.com/en-us/products/courtlink.page,Mapped from Stanford library anchor
https://academic.lexology.com/,https://academic.lexology.com/,Lexology PRO / Academic,https://www.lexology.com/pro/,Mapped to Lexology PRO page
https://bit.ly/rcll-aiessentials,https://bit.ly/rcll-aiessentials,RCLL AI Essentials,https://guides.law.stanford.edu/ai,Short link mapped by label only
https://ezproxy.law.stanford.edu/login?url=https://discover.llmc.com,https://discover.llmc.com,LLMC Digital,https://www.llmc.com/,Mapped to public homepage
https://ezproxy.law.stanford.edu/login?url=https://link.gale.com/apps/MMLF?u=stanford_law,https://link.gale.com/apps/MMLF?u=stanford_law,"The Making of Modern Law: Foreign Primary Sources, 1600-1970",https://www.gale.com/primary-sources/the-making-of-modern-law-foreign-primary-sources-1600-1970,Mapped from Gale code
https://ezproxy.law.stanford.edu/login?url=https://link.gale.com/apps/MLFP?u=stanford_law,https://link.gale.com/apps/MLFP?u=stanford_law,"The Making of Modern Law: Foreign, Comparative and International Law, 1600-1926",https://www.gale.com/primary-sources/the-making-of-modern-law-foreign-comparative-and-international-law-1600-1926,Mapped from Gale code
https://ezproxy.law.stanford.edu/login?url=https://link.gale.com/apps/MMLP?u=stanford_law,https://link.gale.com/apps/MMLP?u=stanford_law,"The Making of Modern Law: Primary Sources, 1620-1926",https://www.gale.com/primary-sources/the-making-of-modern-law-primary-sources-1620-1926,Mapped from Gale code
https://ezproxy.law.stanford.edu/login?url=https://link.gale.com/apps/MMLT?u=stanford_law,https://link.gale.com/apps/MMLT?u=stanford_law,"The Making of Modern Law: Trials, 1600-1926",https://www.gale.com/primary-sources/the-making-of-modern-law-trials-1600-1926,Mapped from Gale code
https://ezproxy.law.stanford.edu/login?url=https://link.gale.com/apps/MOML?u=stanford_law,https://link.gale.com/apps/MOML?u=stanford_law,The Making of Modern Law,https://www.gale.com/primary-sources/the-making-of-modern-law,Mapped from Gale code
https://ezproxy.law.stanford.edu/login?url=http://oxcon.ouplaw.com/home/MPECCOL,http://oxcon.ouplaw.com/home/MPECCOL,Max Planck Encyclopedia of Comparative Constitutional Law,https://www.oup.com/academic/product/max-planck-encyclopedia-of-comparative-constitutional-law-9780190638313,Mapped to OUP product page
https://ezproxy.law.stanford.edu/login?url=https://www.law.com/nationallawjournal/,https://www.law.com/nationallawjournal/,The National Law Journal,https://www.law.com/nationallawjournal/,Public publication page
https://ezproxy.law.stanford.edu/login?url=https://heinonline.org/HOL/Index?index=nssl/nasustl&collection=nssl,https://heinonline.org/HOL/Index?index=nssl/nasustl,HeinOnline: National Survey of State Laws,https://home.heinonline.org/titles/National-Survey-of-State-Laws/,Mapped from Hein index code
https://law.stanford.edu/robert-crown-law-library/legal-databases/#onlaw,https://law.stanford.edu/robert-crown-law-library/legal-databases/#onlaw,OnLAW (CEB),https://www.ceb.com/products/onlaw-pro/,Mapped from Stanford library anchor
https://stanford.idm.oclc.org/login?qurl=https://www.oxfordbibliographies.com/,https://www.oxfordbibliographies.com/,Oxford Bibliographies,https://academic.oup.com/products-for-institutions/pages/purchase-oxford-bibliographies,Mapped to OUP product page
https://ezproxy.law.stanford.edu/login?url=https://oxcon.ouplaw.com/home/OCW,https://oxcon.ouplaw.com/home/OCW,Oxford Constitutions of the World,https://www.oup.com/academic/product/oxford-constitutions-of-the-world-9780199792009,Mapped to OUP product page
https://stanford.idm.oclc.org/login?qurl=https://academic.oup.com/oxford-handbooks-online,https://academic.oup.com/oxford-handbooks-online,Oxford Handbooks Online,https://academic.oup.com/oxford-handbooks-online,Public product page
https://ezproxy.law.stanford.edu/login?url=https://opil.ouplaw.com/home/OHT,https://opil.ouplaw.com/home/OHT,Oxford Historical Treaties,https://www.oup.com/academic/product/oxford-historical-treaties-9780199747924,Mapped to OUP product page
https://ezproxy.law.stanford.edu/login?url=https://opil.ouplaw.com/home/ORIL,https://opil.ouplaw.com/home/ORIL,Oxford Reports on International Law,https://www.oup.com/academic/product/oxford-reports-on-international-law-9780191799006,Mapped to OUP product page
https://stanford.idm.oclc.org/login?qurl=https://academic.oup.com/pages/oxford-scholarship-online,https://academic.oup.com/pages/oxford-scholarship-online,Oxford Scholarship Online,https://academic.oup.com/pages/oxford-scholarship-online,Public product page
https://stanford.idm.oclc.org/login?url=https://stanford.policymap.com/maps,https://stanford.policymap.com/maps,PolicyMap,https://www.policymap.com/,Mapped to public homepage
https://www.prisonlegalnews.org/,https://www.prisonlegalnews.org/,Prison Legal News,https://www.prisonlegalnews.org/,Public homepage
https://ezproxy.law.stanford.edu/login?url=https://search.proquest.com/congressional?accountid=14026,https://search.proquest.com/congressional?accountid=14026,ProQuest Congressional,https://about.proquest.com/en/products-services/pq_congressional/,Mapped to ProQuest product page
https://stanford.idm.oclc.org/login?url=https://search.proquest.com/historyvault?accountid=14026,https://search.proquest.com/historyvault?accountid=14026,ProQuest History Vault,https://about.proquest.com/en/products-services/history_vault/,Mapped to ProQuest product page
https://ezproxy.law.stanford.edu/login?url=https://www.proquest.com/legislative?accountid=14026,https://www.proquest.com/legislative?accountid=14026,ProQuest Legislative Insight,https://about.proquest.com/en/products-services/legislative-insight/,Mapped to ProQuest product page
https://ezproxy.law.stanford.edu/login?url=https://regulatoryinsight.proquest.com/regulatoryinsight?accountid=14026,https://regulatoryinsight.proquest.com/regulatoryinsight?accountid=14026,ProQuest Regulatory Insight,https://about.proquest.com/en/products-services/regulatory-insight/,Mapped to ProQuest product page
https://ezproxy.law.stanford.edu/login?url=https://next-proview.thomsonreuters.com/login?sponsor=003554784-1&forcecdn=false&bhskip=1,https://next-proview.thomsonreuters.com/login?sponsor=003554784-1,ProView,https://legal.thomsonreuters.com/en/products/proview,Mapped to Thomson Reuters product page
https://www.rbsourcefilings.com/,https://www.rbsourcefilings.com/,The Red Book / Source Filings,https://www.rbsource.com/,Mapped to vendor homepage
https://ezproxy.law.stanford.edu/login?url=https://www.law.com/therecorder,https://www.law.com/therecorder,The Recorder,https://www.law.com/therecorder/,Public publication page
https://law.stanford.edu/robert-crown-law-library/legal-databases/#regulatoryinsight,https://law.stanford.edu/robert-crown-law-library/legal-databases/#regulatoryinsight,ProQuest Regulatory Insight,https://about.proquest.com/en/products-services/regulatory-insight/,Mapped from Stanford library anchor
https://ezproxy.law.stanford.edu/login?url=https://heinonline.org/HOL/Index?collection=religion,https://heinonline.org/HOL/Index?collection=religion,HeinOnline: Religion and the Law,https://home.heinonline.org/titles/Religion-and-the-Law/,Mapped from Hein collection code
https://ezproxy.law.stanford.edu/login?url=https://heinonline.org/HOL/Index?collection=ssl,https://heinonline.org/HOL/Index?collection=ssl,HeinOnline: Subject Compilation of State Laws,https://home.heinonline.org/titles/Subject-Compilation-of-State-Laws/,Mapped from Hein collection code
https://ezproxy.law.stanford.edu/login?url=https://heinonline.org/HOL/Index?collection=slavery,https://heinonline.org/HOL/Index?collection=slavery,"HeinOnline: Slavery in America and the World: History, Culture & Law",https://home.heinonline.org/titles/Slavery-in-America-and-the-World-History-Culture-Law/,Mapped from Hein collection code
https://stanford.idm.oclc.org/login?url=https://www.ssrn.com/en/,https://www.ssrn.com/en/,SSRN,https://www.ssrn.com/en/,Public homepage
https://ezproxy.law.stanford.edu/login?url=https://heinonline.org/HOL/Index?collection=statecon,https://heinonline.org/HOL/Index?collection=statecon,HeinOnline collection,https://home.heinonline.org/,Mapped from Hein collection code
https://ezproxy.law.stanford.edu/login?url=https://www.heinonline.org/HOL/Index?collection=sstatutes,https://www.heinonline.org/HOL/Index?collection=sstatutes,HeinOnline: Session Laws Library,https://home.heinonline.org/titles/Session-Laws-Library/,Mapped from Hein collection code
https://ezproxy.law.stanford.edu/login?url=https://law.com/supremecourtbrief/,https://law.com/supremecourtbrief/,Supreme Court Brief,https://www.law.com/supremecourtbrief/,Public publication page
https://ezproxy.law.stanford.edu/login?url=http://supremecourt.proquest.com/supremecourt,http://supremecourt.proquest.com/supremecourt,U.S. Supreme Court Records & Briefs / Supreme Court Insight,https://about.proquest.com/en/products-services/supreme-court-insight/,Mapped to ProQuest product page
https://ezproxy.law.stanford.edu/login?url=https://link.gale.com/apps/SCRB?u=stanford_law,https://link.gale.com/apps/SCRB?u=stanford_law,"Making of Modern Law: U.S. Supreme Court Records and Briefs, 1832-1978",https://www.gale.com/product-catalog/225177,Mapped from Gale code
https://ezproxy.law.stanford.edu/login?url=https://heinonline.org/HOL/Index?collection=tera&set_as_cursor=clear,https://heinonline.org/HOL/Index?collection=tera,HeinOnline: Treaties and Agreements Library,https://home.heinonline.org/titles/Treaties-and-Agreements-Library/,Mapped from Hein collection code
https://law.stanford.edu/robert-crown-law-library/legal-databases/#proview,https://law.stanford.edu/robert-crown-law-library/legal-databases/#proview,ProView,https://legal.thomsonreuters.com/en/products/proview,Mapped from Stanford library anchor
https://ezproxy.law.stanford.edu/login?url=https://tracreports.org/tracfed/,https://tracreports.org/tracfed/,TRACfed,https://tracreports.org/tracfed/,Public product page
https://ezproxy.law.stanford.edu/login?url=https://www.tradelawguide.com,https://www.tradelawguide.com,TradeLawGuide,https://www.tradelawguide.com/,Public homepage
https://ezproxy.law.stanford.edu/login?url=https://heinonline.org/HOL/Index?collection=congrec,https://heinonline.org/HOL/Index?collection=congrec,HeinOnline: Congressional Record,https://home.heinonline.org/titles/Congressional-Record/,Mapped from Hein collection code
https://ezproxy.law.stanford.edu/login?url=https://heinonline.org/HOL/Index?collection=usfed,https://heinonline.org/HOL/Index?collection=usfed,HeinOnline: U.S. Federal Legislative History Library,https://home.heinonline.org/titles/U-S-Federal-Legislative-History-Library/,Mapped from Hein collection code
https://ezproxy.law.stanford.edu/login?url=https://heinonline.org/HOL/Index?collection=leghis,https://heinonline.org/HOL/Index?collection=leghis,HeinOnline: U.S. Federal Legislative History Library,https://home.heinonline.org/titles/U-S-Federal-Legislative-History-Library/,Mapped from Hein collection code
https://ezproxy.law.stanford.edu/login?url=https://heinonline.org/HOL/Index?index=alpha/A_presidents&collection=presidents,https://heinonline.org/HOL/Index?index=alpha/A_presidents,HeinOnline: U.S. Presidential Library,https://home.heinonline.org/titles/U-S-Presidential-Library/,Mapped from Hein index code
https://ezproxy.law.stanford.edu/login?url=https://heinonline.org/HOL/Index?index=ustreaties&collection=ustreaties,https://heinonline.org/HOL/Index?index=ustreaties,HeinOnline: U.S. Treaties and Agreements Library,https://home.heinonline.org/titles/U-S-Treaties-and-Agreements-Library/,Mapped from Hein index code
https://ezproxy.law.stanford.edu/login?url=https://my.vitallaw.com,https://my.vitallaw.com,VitalLaw,https://www.wolterskluwer.com/en/solutions/vitallaw,Mapped to Wolters Kluwer product page
https://lawschool.thomsonreuters.com/,https://lawschool.thomsonreuters.com/,Thomson Reuters Law School products,https://lawschool.thomsonreuters.com/,Public homepage
https://ezproxy.law.stanford.edu/login?url=https://heinonline.org/HOL/COW?collection=cow,https://heinonline.org/HOL/COW?collection=cow,HeinOnline collection,https://home.heinonline.org/,Mapped from Hein collection code
https://ezproxy.law.stanford.edu/login?url=https://www.worldtradelaw.net,https://www.worldtradelaw.net,WorldTradeLaw.net,https://www.worldtradelaw.net/,Public homepage
